"002100200058";5;;"2020-01-03";5;"0630";3;0;4;2;1;2;204;0;0;0;300;2;6;01;6;5;1;5;1;0;0;00;3;02;00;;3;35;"01";1;1;1;0;1;3;300;2;1;1;"";"";"-749407,058";"-1045081,908";"-749408,983";"-1045082,625";"PRAHA5Motol";"BUCHAROVA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200059";5;;"2020-01-03";5;"0650";1;3;0;1;1;2;204;0;0;1;2300;2;5;01;6;5;1;5;1;0;0;00;3;02;00;;3;39;"11";1;1;1;0;1;1;1100;2;1;1;"";"";"-749354,789";"-1045160,810";"-749358,430";"-1045164,065";"PRAHA5(STODŸLKY)";"BUCHAROVA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200060";5;;"2020-01-03";5;"0640";3;0;4;2;1;2;204;0;0;0;400;2;6;01;6;4;1;5;1;0;0;00;1;01;00;;3;32;"06";1;1;1;0;1;1;300;2;1;1;"";"";"-738163,258";"-1046681,674";"-738161,554";"-1046685,207";"PRAHA10Z·bÏhlice";"JIéNÕSPOJKA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200061";5;;"2020-01-03";5;"0715";1;1;0;2;1;2;204;0;0;0;600;2;0;01;6;4;1;5;1;0;0;00;1;02;00;;3;39;"09";1;1;1;0;1;1;300;2;1;1;"";"";"-737220,876";"-1046744,838";"-737220,665";"-1046744,026";"PRAHA10Z·bÏhlice";"JIéNÕSPOJKA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200062";5;;"2020-01-03";5;"0715";2;0;0;2;1;8;511;0;0;0;4100;2;1;01;1;4;1;2;1;0;0;00;1;02;00;;3;44;"17";1;0;0;0;1;1;2500;3;5;0;"";"";"-737222,682";"-1046741,925";"-737223,067";"-1046743,401";"PRAHA10Z·bÏhlice";"JIéNÕSPOJKA";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200063";5;;"2020-01-03";5;"0735";1;1;0;2;1;2;204;0;0;0;850;2;6;01;6;4;1;2;1;0;0;00;1;02;00;;3;39;"97";1;1;1;0;1;3;150;3;1;1;"";"";"-732077,532";"-1050132,625";"-732077,384";"-1050133,285";"PRAHA10UHÿINÃVES";"PODLESK¡";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200064";5;;"2020-01-03";5;"2560";2;0;0;2;1;0;516;0;0;0;800;2;1;01;1;1;1;0;1;3;3;00;5;02;10;;17;;"XX";;;;;;;0;;;;"";"";"-740897,071";"-1045686,899";"-740897,051";"-1045685,903";"PRAHA10Vröovice";"VRäOVICK¡";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200065";5;;"2020-01-03";5;"0730";3;0;4;1;1;2;204;0;0;1;1150;2;5;01;6;2;1;5;1;0;0;00;1;01;00;;3;60;"08";3;1;1;1;1;1;800;2;1;1;"";"";"-733397,280";"-1041028,673";"-733396,677";"-1041030,481";"PRAHA9(»ERN›MOST)HloubÏtÌn";"NOVOPACK¡";"";"sledovan·komunikace";"";"";"";"";"";"";"";"";"1"
"002100200066";5;;"2020-01-03";5;"0920";0;0;0;2;1;0;508;0;0;0;400;2;3;01;6;1;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-752404,250";"-1048688,877";"-752404,677";"-1048690,444";"PRAHA5";"PRAéSK›OKRUH";"";"uzel";"";"";"";"";"";"";"";"";"1"
"002100200067";5;;"2020-01-03";5;"0715";3;0;4;2;1;2;204;0;0;0;1050;2;5;01;1;4;1;5;1;0;0;00;1;01;00;;3;07;"14";1;1;1;1;1;1;1000;2;1;1;"";"";"-733351,995";"-1041007,434";"-733350,137";"-1041013,017";"PRAHA9";"Novopack·";"";"mÌstnÌkomunikace";"";"2569211";"";"Souhlasn˝sesmÏrem˙seku";"Pomal˝";"554782";"507911";"GN_V0.1UIR-ADR_410";"1"
